time,wx,wy,wz,ax,ay,az
11.945,-0.21,0,0.26,0.04,-1.51,0.03
11.945,-0.23,0,0.27,0.04,-1.51,0.03
11.946,-0.23,0,0.28,0.04,-1.51,0.03
11.948,-0.25,0,0.29,0.04,-1.51,0.03
11.949,-0.27,0,0.3,0.04,-1.51,0.03
11.95,-0.27,0.01,0.31,0.04,-1.51,0.03
11.958,-0.27,0.01,0.31,0.06,-1.53,0.33
11.959,-0.29,0.02,0.33,0.06,-1.53,0.33
11.959,-0.3,0.02,0.33,0.06,-1.53,0.33
11.959,-0.3,0.03,0.34,0.06,-1.53,0.33
11.959,-0.31,0.04,0.35,0.06,-1.53,0.33
11.96,-0.32,0.05,0.37,0.06,-1.53,0.33
11.964,-0.32,0.05,0.37,0.13,-1.5,0.62
11.965,-0.32,0.07,0.38,0.13,-1.5,0.62
11.966,-0.33,0.08,0.39,0.13,-1.5,0.62
11.966,-0.33,0.1,0.4,0.13,-1.5,0.62
11.97,-0.33,0.11,0.41,0.13,-1.5,0.62
11.971,-0.33,0.13,0.42,0.13,-1.5,0.62
11.973,-0.33,0.13,0.42,0.13,-1.42,0.78
11.973,-0.33,0.16,0.44,0.13,-1.42,0.78
11.974,-0.33,0.17,0.45,0.13,-1.42,0.78
11.976,-0.32,0.19,0.46,0.13,-1.42,0.78
11.978,-0.32,0.21,0.47,0.13,-1.42,0.78
11.981,-0.31,0.24,0.49,0.13,-1.42,0.78
11.984,-0.31,0.24,0.49,0.13,-1.39,0.77
11.984,-0.3,0.27,0.51,0.13,-1.39,0.77
11.985,-0.3,0.29,0.51,0.13,-1.39,0.77
11.988,-0.29,0.32,0.53,0.13,-1.39,0.77
11.988,-0.27,0.35,0.55,0.13,-1.39,0.77
11.99,-0.27,0.36,0.55,0.13,-1.39,0.77
11.993,-0.27,0.36,0.55,0.17,-1.09,0.73
11.993,-0.25,0.39,0.57,0.17,-1.09,0.73
11.994,-0.24,0.42,0.59,0.17,-1.09,0.73
11.996,-0.23,0.43,0.6,0.17,-1.09,0.73
11.998,-0.21,0.46,0.61,0.17,-1.09,0.73
12,-0.2,0.46,0.62,0.17,-1.09,0.73
12.005,-0.2,0.46,0.62,0.23,-0.93,0.5
12.006,-0.17,0.49,0.64,0.23,-0.93,0.5
12.008,-0.16,0.5,0.65,0.23,-0.93,0.5
12.008,-0.15,0.51,0.65,0.23,-0.93,0.5
12.008,-0.13,0.52,0.66,0.23,-0.93,0.5
12.01,-0.11,0.53,0.67,0.23,-0.93,0.5
12.013,-0.11,0.53,0.67,0.34,-0.75,0.15
12.013,-0.08,0.54,0.69,0.34,-0.75,0.15
12.014,-0.07,0.54,0.69,0.34,-0.75,0.15
12.016,-0.06,0.54,0.7,0.34,-0.75,0.15
12.018,-0.04,0.54,0.71,0.34,-0.75,0.15
12.02,-0.03,0.54,0.72,0.34,-0.75,0.15
12.024,-0.03,0.54,0.72,0.39,-0.61,-0.29
12.025,0,0.53,0.73,0.39,-0.61,-0.29
12.025,0,0.52,0.73,0.39,-0.61,-0.29
12.026,0.02,0.51,0.73,0.39,-0.61,-0.29
12.028,0.03,0.51,0.74,0.39,-0.61,-0.29
12.03,0.04,0.5,0.74,0.39,-0.61,-0.29
12.033,0.04,0.5,0.74,0.4,-0.58,-0.6
12.034,0.06,0.48,0.75,0.4,-0.58,-0.6
12.034,0.07,0.48,0.76,0.4,-0.58,-0.6
12.038,0.08,0.46,0.76,0.4,-0.58,-0.6
12.041,0.1,0.44,0.77,0.4,-0.58,-0.6
12.041,0.1,0.43,0.77,0.4,-0.58,-0.6
12.044,0.1,0.43,0.77,0.4,-0.51,-0.93
12.045,0.11,0.41,0.77,0.4,-0.51,-0.93
12.046,0.13,0.38,0.77,0.4,-0.51,-0.93
12.047,0.13,0.37,0.78,0.4,-0.51,-0.93
12.048,0.14,0.35,0.78,0.4,-0.51,-0.93
12.05,0.15,0.32,0.78,0.4,-0.51,-0.93
12.054,0.15,0.32,0.78,0.4,-0.45,-1.12
12.054,0.16,0.29,0.78,0.4,-0.45,-1.12
12.055,0.16,0.29,0.78,0.4,-0.45,-1.12
12.056,0.16,0.27,0.78,0.4,-0.45,-1.12
12.057,0.17,0.25,0.78,0.4,-0.45,-1.12
12.06,0.17,0.23,0.78,0.4,-0.45,-1.12
12.064,0.17,0.23,0.78,0.4,-0.37,-1.27
12.064,0.17,0.22,0.78,0.4,-0.37,-1.27
12.064,0.18,0.21,0.78,0.4,-0.37,-1.27
12.066,0.18,0.2,0.78,0.4,-0.37,-1.27
12.068,0.18,0.19,0.78,0.4,-0.37,-1.27
12.071,0.18,0.18,0.79,0.4,-0.37,-1.27
12.073,0.18,0.18,0.79,0.45,-0.29,-1.29
12.073,0.18,0.17,0.79,0.45,-0.29,-1.29
12.074,0.17,0.17,0.79,0.45,-0.29,-1.29
12.076,0.17,0.16,0.79,0.45,-0.29,-1.29
12.078,0.17,0.16,0.79,0.45,-0.29,-1.29
12.08,0.17,0.15,0.79,0.45,-0.29,-1.29
12.084,0.17,0.15,0.79,0.42,-0.23,-1.23
12.084,0.16,0.15,0.79,0.42,-0.23,-1.23
12.085,0.16,0.15,0.79,0.42,-0.23,-1.23
12.086,0.16,0.15,0.79,0.42,-0.23,-1.23
12.088,0.15,0.15,0.8,0.42,-0.23,-1.23
12.09,0.15,0.14,0.8,0.42,-0.23,-1.23
12.093,0.15,0.14,0.8,0.35,-0.26,-1.05
12.093,0.15,0.14,0.8,0.35,-0.26,-1.05
12.094,0.15,0.14,0.81,0.35,-0.26,-1.05
12.096,0.15,0.14,0.81,0.35,-0.26,-1.05
12.098,0.15,0.14,0.81,0.35,-0.26,-1.05
12.1,0.15,0.14,0.81,0.35,-0.26,-1.05
12.104,0.15,0.14,0.81,0.31,-0.3,-0.87
12.105,0.15,0.14,0.82,0.31,-0.3,-0.87
12.105,0.15,0.13,0.82,0.31,-0.3,-0.87
12.107,0.15,0.13,0.82,0.31,-0.3,-0.87
12.108,0.16,0.13,0.82,0.31,-0.3,-0.87
12.11,0.16,0.12,0.82,0.31,-0.3,-0.87
12.113,0.16,0.11,0.82,0.31,-0.3,-0.87
12.114,0.16,0.11,0.82,0.3,-0.34,-0.66
12.114,0.16,0.11,0.82,0.3,-0.34,-0.66
12.117,0.17,0.09,0.82,0.3,-0.34,-0.66
12.12,0.17,0.08,0.82,0.3,-0.34,-0.66
12.123,0.17,0.07,0.82,0.3,-0.34,-0.66
12.124,0.17,0.07,0.82,0.29,-0.42,-0.42
12.125,0.18,0.06,0.82,0.29,-0.42,-0.42
12.125,0.18,0.05,0.82,0.29,-0.42,-0.42
12.126,0.18,0.04,0.82,0.29,-0.42,-0.42
12.129,0.19,0.03,0.82,0.29,-0.42,-0.42
12.13,0.19,0.03,0.82,0.29,-0.42,-0.42
12.134,0.19,0.03,0.82,0.17,-0.51,-0.18
12.135,0.19,0.02,0.82,0.17,-0.51,-0.18
12.135,0.2,0.01,0.83,0.17,-0.51,-0.18
12.138,0.21,0.01,0.83,0.17,-0.51,-0.18
12.141,0.21,0.01,0.83,0.17,-0.51,-0.18
12.142,0.21,0,0.83,0.17,-0.51,-0.18
12.145,0.21,0,0.83,0.16,-0.61,0.11
12.146,0.22,0,0.84,0.16,-0.61,0.11
12.146,0.23,-0.01,0.84,0.16,-0.61,0.11
12.147,0.23,-0.01,0.84,0.16,-0.61,0.11
12.15,0.24,-0.02,0.85,0.16,-0.61,0.11
12.151,0.24,-0.03,0.85,0.16,-0.61,0.11
12.155,0.25,-0.04,0.85,0.16,-0.61,0.11
12.155,0.25,-0.04,0.85,0.16,-0.64,0.26
12.155,0.25,-0.04,0.85,0.16,-0.64,0.26
12.161,0.26,-0.04,0.86,0.16,-0.64,0.26
12.163,0.26,-0.05,0.86,0.16,-0.64,0.26
12.164,0.27,-0.05,0.86,0.16,-0.64,0.26
12.164,0.27,-0.05,0.86,0.21,-0.68,0.5
12.164,0.27,-0.06,0.86,0.21,-0.68,0.5
12.164,0.27,-0.07,0.86,0.21,-0.68,0.5
12.167,0.28,-0.07,0.86,0.21,-0.68,0.5
12.168,0.28,-0.07,0.87,0.21,-0.68,0.5
12.172,0.29,-0.07,0.87,0.21,-0.68,0.5
12.173,0.29,-0.07,0.87,0.26,-0.69,0.63
12.173,0.29,-0.08,0.88,0.26,-0.69,0.63
12.174,0.3,-0.08,0.88,0.26,-0.69,0.63
12.176,0.3,-0.08,0.88,0.26,-0.69,0.63
12.179,0.3,-0.08,0.89,0.26,-0.69,0.63
12.181,0.3,-0.07,0.89,0.26,-0.69,0.63
12.184,0.3,-0.07,0.89,0.24,-0.75,0.73
12.184,0.3,-0.08,0.89,0.24,-0.75,0.73
12.185,0.31,-0.07,0.9,0.24,-0.75,0.73
12.187,0.31,-0.07,0.91,0.24,-0.75,0.73
12.19,0.31,-0.08,0.92,0.24,-0.75,0.73
12.195,0.31,-0.08,0.92,0.24,-0.75,0.73
12.195,0.31,-0.08,0.92,0.23,-0.8,0.74
12.195,0.31,-0.08,0.94,0.23,-0.8,0.74
12.196,0.31,-0.08,0.94,0.23,-0.8,0.74
12.196,0.31,-0.08,0.95,0.23,-0.8,0.74
12.198,0.31,-0.08,0.96,0.23,-0.8,0.74
12.2,0.31,-0.08,0.97,0.23,-0.8,0.74
12.206,0.31,-0.08,0.97,0.28,-0.69,0.69
12.208,0.31,-0.07,0.98,0.28,-0.69,0.69
12.208,0.31,-0.07,0.98,0.28,-0.69,0.69
12.209,0.31,-0.07,0.99,0.28,-0.69,0.69
12.209,0.31,-0.07,0.99,0.28,-0.69,0.69
12.211,0.31,-0.06,1,0.28,-0.69,0.69
12.213,0.31,-0.06,1,0.29,-0.64,0.56
12.214,0.3,-0.06,1.01,0.29,-0.64,0.56
12.215,0.3,-0.05,1.02,0.29,-0.64,0.56
12.216,0.3,-0.04,1.03,0.29,-0.64,0.56
12.218,0.29,-0.03,1.03,0.29,-0.64,0.56
12.222,0.28,-0.03,1.04,0.29,-0.64,0.56
12.224,0.28,-0.03,1.04,0.29,-0.51,0.3
12.224,0.28,-0.01,1.05,0.29,-0.51,0.3
12.224,0.27,0,1.06,0.29,-0.51,0.3
12.226,0.26,0.01,1.07,0.29,-0.51,0.3
12.228,0.24,0.03,1.08,0.29,-0.51,0.3
12.229,0.23,0.04,1.08,0.29,-0.51,0.3
12.233,0.23,0.04,1.08,0.24,-0.45,0
12.233,0.21,0.05,1.09,0.24,-0.45,0
12.234,0.19,0.07,1.1,0.24,-0.45,0
12.244,0.18,0.08,1.11,0.24,-0.45,0
12.245,0.15,0.09,1.12,0.24,-0.45,0
12.245,0.13,0.1,1.14,0.24,-0.45,0
12.245,0.13,0.1,1.14,0.2,-0.52,-0.21
12.246,0.1,0.11,1.15,0.2,-0.52,-0.21
12.246,0.08,0.11,1.16,0.2,-0.52,-0.21
12.251,0.07,0.12,1.17,0.2,-0.52,-0.21
12.252,0.05,0.13,1.19,0.2,-0.52,-0.21
12.253,0.02,0.14,1.2,0.2,-0.52,-0.21
12.261,0.02,0.14,1.2,0.17,-0.6,-0.18
12.261,-0.01,0.14,1.22,0.17,-0.6,-0.18
12.262,-0.02,0.15,1.23,0.17,-0.6,-0.18
12.262,-0.04,0.15,1.24,0.17,-0.6,-0.18
12.262,-0.05,0.16,1.25,0.17,-0.6,-0.18
12.263,-0.07,0.15,1.26,0.17,-0.6,-0.18
12.266,-0.07,0.15,1.26,0.09,-0.62,0.03
12.267,-0.09,0.14,1.28,0.09,-0.62,0.03
12.267,-0.11,0.14,1.29,0.09,-0.62,0.03
12.268,-0.11,0.13,1.3,0.09,-0.62,0.03
12.269,-0.12,0.12,1.32,0.09,-0.62,0.03
12.272,-0.13,0.11,1.32,0.09,-0.62,0.03
12.274,-0.13,0.11,1.32,-0.04,-0.59,0.36
12.274,-0.14,0.1,1.34,-0.04,-0.59,0.36
12.275,-0.14,0.08,1.35,-0.04,-0.59,0.36
12.277,-0.15,0.08,1.35,-0.04,-0.59,0.36
12.278,-0.14,0.06,1.36,-0.04,-0.59,0.36
12.281,-0.14,0.05,1.36,-0.04,-0.59,0.36
12.284,-0.14,0.05,1.36,-0.12,-0.65,0.95
12.285,-0.14,0.02,1.38,-0.12,-0.65,0.95
12.286,-0.14,0.01,1.38,-0.12,-0.65,0.95
12.288,-0.13,0,1.38,-0.12,-0.65,0.95
12.29,-0.12,-0.01,1.39,-0.12,-0.65,0.95
12.291,-0.11,-0.03,1.39,-0.12,-0.65,0.95
12.293,-0.11,-0.03,1.39,-0.14,-0.64,0.95
12.294,-0.09,-0.05,1.39,-0.14,-0.64,0.95
12.295,-0.08,-0.05,1.39,-0.14,-0.64,0.95
12.296,-0.07,-0.06,1.39,-0.14,-0.64,0.95
12.298,-0.06,-0.07,1.38,-0.14,-0.64,0.95
12.3,-0.04,-0.07,1.38,-0.14,-0.64,0.95
12.305,-0.04,-0.07,1.38,-0.11,-0.79,2.13
12.306,-0.02,-0.07,1.37,-0.11,-0.79,2.13
12.307,-0.01,-0.07,1.37,-0.11,-0.79,2.13
12.308,0.01,-0.06,1.37,-0.11,-0.79,2.13
12.309,0.02,-0.05,1.37,-0.11,-0.79,2.13
12.311,0.04,-0.03,1.37,-0.11,-0.79,2.13
12.313,0.04,-0.03,1.37,-0.41,-0.88,2.41
12.314,0.06,0,1.38,-0.41,-0.88,2.41
12.314,0.07,0.02,1.38,-0.41,-0.88,2.41
12.316,0.09,0.06,1.39,-0.41,-0.88,2.41
12.318,0.11,0.11,1.4,-0.41,-0.88,2.41
12.322,0.12,0.14,1.41,-0.41,-0.88,2.41
12.324,0.12,0.14,1.41,-0.65,-1.01,2.19
12.325,0.13,0.19,1.43,-0.65,-1.01,2.19
12.33,0.14,0.25,1.44,-0.65,-1.01,2.19
12.331,0.15,0.28,1.45,-0.65,-1.01,2.19
12.332,0.15,0.33,1.47,-0.65,-1.01,2.19
12.333,0.15,0.36,1.48,-0.65,-1.01,2.19
12.333,0.15,0.36,1.48,-0.61,-0.95,1.32
12.334,0.15,0.44,1.5,-0.61,-0.95,1.32
12.334,0.15,0.46,1.5,-0.61,-0.95,1.32
12.338,0.14,0.49,1.51,-0.61,-0.95,1.32
12.34,0.13,0.53,1.52,-0.61,-0.95,1.32
12.341,0.12,0.58,1.53,-0.61,-0.95,1.32
12.344,0.12,0.58,1.53,-0.73,-0.94,0.39
12.345,0.1,0.62,1.55,-0.73,-0.94,0.39
12.345,0.09,0.64,1.56,-0.73,-0.94,0.39
12.346,0.07,0.69,1.58,-0.73,-0.94,0.39
12.349,0.06,0.71,1.59,-0.73,-0.94,0.39
12.35,0.04,0.75,1.61,-0.73,-0.94,0.39
12.36,0.04,0.75,1.61,-0.95,-1.12,-0.1
12.361,0.02,0.79,1.64,-0.95,-1.12,-0.1
12.361,0.01,0.81,1.65,-0.95,-1.12,-0.1
12.361,-0.01,0.85,1.68,-0.95,-1.12,-0.1
12.361,-0.02,0.87,1.7,-0.95,-1.12,-0.1
12.361,-0.04,0.91,1.73,-0.95,-1.12,-0.1
12.363,-0.06,0.93,1.76,-0.95,-1.12,-0.1
12.364,-0.06,0.93,1.76,-1.17,-1.22,-0.54
12.364,-0.07,0.94,1.77,-1.17,-1.22,-0.54
12.366,-0.09,0.96,1.8,-1.17,-1.22,-0.54
12.369,-0.11,0.98,1.82,-1.17,-1.22,-0.54
12.37,-0.12,0.99,1.83,-1.17,-1.22,-0.54
12.382,-0.12,0.99,1.83,-1.21,-1.27,-0.92
12.383,-0.14,1,1.86,-1.21,-1.27,-0.92
12.383,-0.15,1,1.88,-1.21,-1.27,-0.92
12.383,-0.16,1,1.89,-1.21,-1.27,-0.92
12.383,-0.18,1,1.91,-1.21,-1.27,-0.92
12.383,-0.19,0.99,1.93,-1.21,-1.27,-0.92
12.385,-0.19,0.99,1.93,-1.31,-1.15,-1.21
12.385,-0.2,0.98,1.95,-1.31,-1.15,-1.21
12.385,-0.21,0.97,1.96,-1.31,-1.15,-1.21
12.388,-0.22,0.96,1.97,-1.31,-1.15,-1.21
12.389,-0.22,0.95,1.98,-1.31,-1.15,-1.21
12.391,-0.23,0.92,2,-1.31,-1.15,-1.21
12.394,-0.24,0.91,2.01,-1.31,-1.15,-1.21
12.394,-0.24,0.91,2.01,-1.39,-0.97,-1.29
12.395,-0.24,0.89,2.02,-1.39,-0.97,-1.29
12.396,-0.25,0.87,2.03,-1.39,-0.97,-1.29
12.398,-0.25,0.86,2.04,-1.39,-0.97,-1.29
12.4,-0.25,0.83,2.05,-1.39,-0.97,-1.29
12.408,-0.25,0.83,2.05,-1.45,-0.82,-1.34
12.408,-0.25,0.8,2.06,-1.45,-0.82,-1.34
12.409,-0.25,0.78,2.06,-1.45,-0.82,-1.34
12.409,-0.25,0.75,2.07,-1.45,-0.82,-1.34
12.41,-0.25,0.71,2.08,-1.45,-0.82,-1.34
12.411,-0.25,0.69,2.08,-1.45,-0.82,-1.34
12.413,-0.25,0.69,2.08,-1.46,-0.68,-1.35
12.414,-0.25,0.65,2.09,-1.46,-0.68,-1.35
12.415,-0.25,0.63,2.09,-1.46,-0.68,-1.35
12.416,-0.24,0.58,2.09,-1.46,-0.68,-1.35
12.418,-0.24,0.54,2.09,-1.46,-0.68,-1.35
12.42,-0.24,0.52,2.09,-1.46,-0.68,-1.35
12.424,-0.24,0.52,2.09,-1.47,-0.49,-1.29
12.425,-0.23,0.45,2.09,-1.47,-0.49,-1.29
12.425,-0.23,0.43,2.09,-1.47,-0.49,-1.29
12.427,-0.23,0.41,2.09,-1.47,-0.49,-1.29
12.428,-0.23,0.37,2.09,-1.47,-0.49,-1.29
12.431,-0.22,0.33,2.08,-1.47,-0.49,-1.29
12.433,-0.22,0.33,2.08,-1.49,-0.37,-1.22
12.434,-0.22,0.28,2.08,-1.49,-0.37,-1.22
12.434,-0.22,0.26,2.08,-1.49,-0.37,-1.22
12.438,-0.22,0.22,2.07,-1.49,-0.37,-1.22
12.439,-0.21,0.2,2.07,-1.49,-0.37,-1.22
12.441,-0.22,0.16,2.06,-1.49,-0.37,-1.22
12.445,-0.22,0.16,2.06,-1.52,-0.34,-1.1
12.445,-0.21,0.13,2.05,-1.52,-0.34,-1.1
12.445,-0.22,0.11,2.05,-1.52,-0.34,-1.1
12.446,-0.21,0.08,2.05,-1.52,-0.34,-1.1
12.449,-0.22,0.07,2.04,-1.52,-0.34,-1.1
12.45,-0.22,0.04,2.04,-1.52,-0.34,-1.1
12.453,-0.22,0.04,2.04,-1.54,-0.33,-1.11
12.454,-0.22,0.01,2.04,-1.54,-0.33,-1.11
12.455,-0.22,0,2.04,-1.54,-0.33,-1.11
12.457,-0.23,-0.02,2.04,-1.54,-0.33,-1.11
12.458,-0.24,-0.04,2.04,-1.54,-0.33,-1.11
12.46,-0.24,-0.04,2.04,-1.54,-0.33,-1.11
12.464,-0.24,-0.04,2.04,-1.49,-0.59,-0.78
12.464,-0.25,-0.05,2.04,-1.49,-0.59,-0.78
12.465,-0.26,-0.06,2.04,-1.49,-0.59,-0.78
12.466,-0.27,-0.06,2.04,-1.49,-0.59,-0.78
12.468,-0.28,-0.07,2.04,-1.49,-0.59,-0.78
12.476,-0.28,-0.07,2.04,-1.49,-0.59,-0.78
12.476,-0.28,-0.07,2.04,-1.41,-0.67,-0.65
12.477,-0.31,-0.07,2.04,-1.41,-0.67,-0.65
12.477,-0.31,-0.07,2.05,-1.41,-0.67,-0.65
12.477,-0.32,-0.07,2.05,-1.41,-0.67,-0.65
12.479,-0.34,-0.07,2.05,-1.41,-0.67,-0.65
12.48,-0.35,-0.07,2.05,-1.41,-0.67,-0.65
12.484,-0.35,-0.07,2.05,-1.32,-0.77,-0.45
12.484,-0.37,-0.07,2.06,-1.32,-0.77,-0.45
12.485,-0.38,-0.06,2.06,-1.32,-0.77,-0.45
12.492,-0.4,-0.06,2.06,-1.32,-0.77,-0.45
12.493,-0.41,-0.05,2.06,-1.32,-0.77,-0.45
12.493,-0.43,-0.05,2.06,-1.32,-0.77,-0.45
12.495,-0.43,-0.05,2.06,-1.22,-0.77,-0.23
12.495,-0.45,-0.04,2.06,-1.22,-0.77,-0.23
12.496,-0.46,-0.04,2.06,-1.22,-0.77,-0.23
12.497,-0.48,-0.03,2.06,-1.22,-0.77,-0.23
12.498,-0.48,-0.03,2.06,-1.22,-0.77,-0.23
12.5,-0.5,-0.02,2.06,-1.22,-0.77,-0.23
12.504,-0.5,-0.02,2.06,-1.15,-0.86,0.04
12.505,-0.51,-0.02,2.06,-1.15,-0.86,0.04
12.505,-0.52,-0.02,2.06,-1.15,-0.86,0.04
12.506,-0.53,0,2.06,-1.15,-0.86,0.04
12.508,-0.55,0,2.06,-1.15,-0.86,0.04
12.51,-0.55,0,2.06,-1.15,-0.86,0.04
12.513,-0.55,0,2.06,-1.17,-1.01,0.27
12.513,-0.56,0.01,2.07,-1.17,-1.01,0.27
12.514,-0.56,0,2.07,-1.17,-1.01,0.27
12.516,-0.55,0,2.07,-1.17,-1.01,0.27
12.518,-0.56,0,2.07,-1.17,-1.01,0.27
12.521,-0.55,0.01,2.07,-1.17,-1.01,0.27
12.524,-0.55,0.01,2.07,-1.16,-1.08,0.6
12.524,-0.55,0.02,2.08,-1.16,-1.08,0.6
12.524,-0.55,0.02,2.08,-1.16,-1.08,0.6
12.526,-0.54,0.02,2.08,-1.16,-1.08,0.6
12.528,-0.53,0.02,2.09,-1.16,-1.08,0.6
12.53,-0.52,0.01,2.09,-1.16,-1.08,0.6
12.533,-0.52,0.01,2.09,-1.06,-1.13,0.84
12.533,-0.51,0.01,2.09,-1.06,-1.13,0.84
12.534,-0.5,0.01,2.09,-1.06,-1.13,0.84
12.537,-0.48,0.01,2.1,-1.06,-1.13,0.84
12.539,-0.47,0.01,2.1,-1.06,-1.13,0.84
12.54,-0.45,0.01,2.1,-1.06,-1.13,0.84
12.544,-0.45,0.01,2.1,-0.87,-1.08,0.98
12.544,-0.43,0,2.1,-0.87,-1.08,0.98
12.545,-0.42,0.01,2.09,-0.87,-1.08,0.98
12.546,-0.4,0.01,2.09,-0.87,-1.08,0.98
12.548,-0.38,0.01,2.09,-0.87,-1.08,0.98
12.55,-0.37,0.01,2.09,-0.87,-1.08,0.98
12.552,-0.35,0.02,2.09,-0.87,-1.08,0.98
12.553,-0.35,0.02,2.09,-0.78,-1.01,0.97
12.554,-0.33,0.02,2.09,-0.78,-1.01,0.97
12.556,-0.31,0.02,2.09,-0.78,-1.01,0.97
12.558,-0.29,0.03,2.09,-0.78,-1.01,0.97
12.56,-0.28,0.04,2.09,-0.78,-1.01,0.97
12.564,-0.28,0.04,2.09,-0.76,-0.98,0.83
12.565,-0.26,0.05,2.08,-0.76,-0.98,0.83
12.566,-0.24,0.06,2.08,-0.76,-0.98,0.83
12.567,-0.23,0.07,2.08,-0.76,-0.98,0.83
12.568,-0.22,0.08,2.08,-0.76,-0.98,0.83
12.576,-0.2,0.09,2.08,-0.76,-0.98,0.83
12.577,-0.2,0.09,2.08,-0.72,-0.87,0.58
12.578,-0.19,0.1,2.08,-0.72,-0.87,0.58
12.579,-0.19,0.11,2.07,-0.72,-0.87,0.58
12.579,-0.18,0.13,2.07,-0.72,-0.87,0.58
12.58,-0.18,0.13,2.07,-0.72,-0.87,0.58
12.581,-0.17,0.15,2.07,-0.72,-0.87,0.58
12.584,-0.17,0.15,2.07,-0.67,-0.7,0.32
12.585,-0.17,0.17,2.07,-0.67,-0.7,0.32
12.585,-0.17,0.18,2.07,-0.67,-0.7,0.32
12.586,-0.16,0.2,2.07,-0.67,-0.7,0.32
12.598,-0.17,0.21,2.07,-0.67,-0.7,0.32
12.598,-0.17,0.23,2.07,-0.67,-0.7,0.32
12.599,-0.17,0.23,2.07,-0.64,-0.61,0.09
12.599,-0.17,0.25,2.07,-0.64,-0.61,0.09
12.599,-0.17,0.27,2.07,-0.64,-0.61,0.09
12.599,-0.18,0.28,2.08,-0.64,-0.61,0.09
12.6,-0.19,0.31,2.08,-0.64,-0.61,0.09
12.6,-0.19,0.31,2.08,-0.64,-0.61,0.09
12.604,-0.19,0.31,2.08,-0.61,-0.5,-0.14
12.605,-0.2,0.33,2.08,-0.61,-0.5,-0.14
12.605,-0.21,0.35,2.08,-0.61,-0.5,-0.14
12.606,-0.22,0.36,2.08,-0.61,-0.5,-0.14
12.608,-0.23,0.38,2.08,-0.61,-0.5,-0.14
12.61,-0.23,0.38,2.08,-0.61,-0.5,-0.14
12.613,-0.23,0.38,2.08,-0.6,-0.41,-0.28
12.613,-0.25,0.4,2.08,-0.6,-0.41,-0.28
12.614,-0.25,0.4,2.08,-0.6,-0.41,-0.28
12.616,-0.26,0.4,2.08,-0.6,-0.41,-0.28
12.618,-0.26,0.4,2.08,-0.6,-0.41,-0.28
12.622,-0.27,0.4,2.08,-0.6,-0.41,-0.28
12.625,-0.27,0.4,2.08,-0.62,-0.4,-0.31
12.626,-0.28,0.4,2.07,-0.62,-0.4,-0.31
12.626,-0.28,0.4,2.07,-0.62,-0.4,-0.31
12.626,-0.28,0.41,2.07,-0.62,-0.4,-0.31
12.628,-0.28,0.41,2.07,-0.62,-0.4,-0.31
12.63,-0.28,0.41,2.08,-0.62,-0.4,-0.31
12.633,-0.28,0.41,2.08,-0.64,-0.42,-0.24
12.633,-0.28,0.41,2.08,-0.64,-0.42,-0.24
12.633,-0.28,0.4,2.08,-0.64,-0.42,-0.24
12.636,-0.28,0.41,2.08,-0.64,-0.42,-0.24
12.638,-0.28,0.41,2.08,-0.64,-0.42,-0.24
12.641,-0.27,0.41,2.08,-0.64,-0.42,-0.24
12.644,-0.27,0.41,2.08,-0.63,-0.38,-0.16
12.644,-0.27,0.4,2.08,-0.63,-0.38,-0.16
12.645,-0.26,0.4,2.08,-0.63,-0.38,-0.16
12.646,-0.25,0.39,2.08,-0.63,-0.38,-0.16
12.648,-0.24,0.39,2.08,-0.63,-0.38,-0.16
12.65,-0.24,0.39,2.08,-0.63,-0.38,-0.16
12.653,-0.24,0.39,2.08,-0.58,-0.3,-0.1
12.654,-0.23,0.37,2.08,-0.58,-0.3,-0.1
12.655,-0.21,0.37,2.08,-0.58,-0.3,-0.1
12.656,-0.21,0.36,2.08,-0.58,-0.3,-0.1
12.659,-0.19,0.35,2.08,-0.58,-0.3,-0.1
12.66,-0.18,0.35,2.07,-0.58,-0.3,-0.1
12.664,-0.18,0.35,2.07,-0.52,-0.23,-0.03
12.664,-0.16,0.34,2.07,-0.52,-0.23,-0.03
12.664,-0.15,0.33,2.06,-0.52,-0.23,-0.03
12.666,-0.14,0.32,2.07,-0.52,-0.23,-0.03
12.668,-0.13,0.32,2.06,-0.52,-0.23,-0.03
12.671,-0.1,0.31,2.06,-0.52,-0.23,-0.03
12.678,-0.08,0.3,2.05,-0.52,-0.23,-0.03
12.679,-0.08,0.3,2.05,-0.43,-0.21,0.04
12.679,-0.07,0.3,2.05,-0.43,-0.21,0.04
12.679,-0.05,0.29,2.05,-0.43,-0.21,0.04
12.68,-0.04,0.29,2.04,-0.43,-0.21,0.04
12.681,-0.02,0.28,2.04,-0.43,-0.21,0.04
12.685,-0.02,0.28,2.04,-0.36,-0.17,0.01
12.686,-0.01,0.27,2.04,-0.36,-0.17,0.01
12.686,0.01,0.26,2.04,-0.36,-0.17,0.01
12.687,0.03,0.25,2.03,-0.36,-0.17,0.01
12.692,0.03,0.25,2.03,-0.36,-0.17,0.01
12.693,0.05,0.24,2.03,-0.36,-0.17,0.01
12.694,0.05,0.24,2.03,-0.35,-0.09,-0.07
12.694,0.07,0.23,2.03,-0.35,-0.09,-0.07
12.695,0.08,0.22,2.02,-0.35,-0.09,-0.07
12.697,0.09,0.2,2.02,-0.35,-0.09,-0.07
12.698,0.1,0.19,2.02,-0.35,-0.09,-0.07
