time,wx,wy,wz,ax,ay,az
12.7,0.11,0.18,2.02,-0.35,-0.09,-0.07
12.704,0.11,0.18,2.02,-0.35,-0.01,-0.15
12.704,0.12,0.16,2.01,-0.35,-0.01,-0.15
12.705,0.13,0.15,2.01,-0.35,-0.01,-0.15
12.706,0.14,0.14,2.01,-0.35,-0.01,-0.15
12.708,0.15,0.13,2,-0.35,-0.01,-0.15
12.71,0.16,0.11,2,-0.35,-0.01,-0.15
12.712,0.16,0.11,2,-0.3,0.02,-0.23
12.713,0.17,0.1,2,-0.3,0.02,-0.23
12.714,0.17,0.09,1.99,-0.3,0.02,-0.23
12.715,0.18,0.08,1.99,-0.3,0.02,-0.23
12.717,0.18,0.07,1.99,-0.3,0.02,-0.23
12.721,0.19,0.05,1.98,-0.3,0.02,-0.23
12.725,0.19,0.05,1.98,-0.28,0.06,-0.23
12.726,0.19,0.04,1.98,-0.28,0.06,-0.23
12.726,0.19,0.03,1.97,-0.28,0.06,-0.23
12.726,0.19,0.01,1.97,-0.28,0.06,-0.23
12.728,0.19,0,1.97,-0.28,0.06,-0.23
12.73,0.19,-0.01,1.96,-0.28,0.06,-0.23
12.733,0.19,-0.01,1.96,-0.31,0.09,-0.16
12.734,0.19,-0.03,1.95,-0.31,0.09,-0.16
12.734,0.19,-0.04,1.95,-0.31,0.09,-0.16
12.738,0.19,-0.05,1.94,-0.31,0.09,-0.16
12.739,0.19,-0.05,1.94,-0.31,0.09,-0.16
12.741,0.19,-0.06,1.94,-0.31,0.09,-0.16
12.744,0.19,-0.06,1.94,-0.3,0.17,-0.02
12.744,0.18,-0.06,1.93,-0.3,0.17,-0.02
12.745,0.18,-0.06,1.93,-0.3,0.17,-0.02
12.746,0.17,-0.07,1.92,-0.3,0.17,-0.02
12.748,0.16,-0.06,1.92,-0.3,0.17,-0.02
12.749,0.16,-0.06,1.91,-0.3,0.17,-0.02
12.753,0.14,-0.06,1.9,-0.3,0.17,-0.02
12.754,0.14,-0.06,1.9,-0.21,0.27,0.05
12.755,0.14,-0.05,1.89,-0.21,0.27,0.05
12.762,0.13,-0.05,1.89,-0.21,0.27,0.05
12.763,0.11,-0.05,1.88,-0.21,0.27,0.05
12.763,0.1,-0.04,1.87,-0.21,0.27,0.05
12.764,0.1,-0.04,1.87,-0.06,0.37,0.15
12.765,0.08,-0.04,1.86,-0.06,0.37,0.15
12.765,0.07,-0.03,1.85,-0.06,0.37,0.15
12.766,0.05,-0.03,1.84,-0.06,0.37,0.15
12.768,0.04,-0.02,1.83,-0.06,0.37,0.15
12.77,0.02,-0.02,1.82,-0.06,0.37,0.15
12.783,0.02,-0.02,1.82,0.02,0.5,0.32
12.784,0,-0.02,1.8,0.02,0.5,0.32
12.785,-0.01,-0.02,1.8,0.02,0.5,0.32
12.786,-0.03,-0.02,1.78,0.02,0.5,0.32
12.786,-0.04,-0.02,1.78,0.02,0.5,0.32
12.787,-0.06,-0.02,1.76,0.02,0.5,0.32
12.788,-0.06,-0.02,1.76,0,0.52,0.52
12.788,-0.08,-0.02,1.74,0,0.52,0.52
12.788,-0.09,-0.02,1.74,0,0.52,0.52
12.789,-0.1,-0.03,1.72,0,0.52,0.52
12.789,-0.12,-0.03,1.7,0,0.52,0.52
12.791,-0.12,-0.03,1.7,0,0.52,0.52
12.794,-0.12,-0.03,1.7,-0.07,0.52,0.74
12.794,-0.13,-0.03,1.68,-0.07,0.52,0.74
12.795,-0.14,-0.02,1.66,-0.07,0.52,0.74
12.796,-0.15,-0.02,1.65,-0.07,0.52,0.74
12.798,-0.16,-0.02,1.63,-0.07,0.52,0.74
12.8,-0.16,-0.02,1.63,-0.07,0.52,0.74
12.806,-0.16,-0.02,1.63,-0.19,0.42,0.88
12.807,-0.17,-0.02,1.61,-0.19,0.42,0.88
12.808,-0.17,-0.02,1.6,-0.19,0.42,0.88
12.808,-0.17,-0.02,1.59,-0.19,0.42,0.88
12.808,-0.17,-0.01,1.58,-0.19,0.42,0.88
12.811,-0.18,-0.01,1.56,-0.19,0.42,0.88
12.813,-0.18,0,1.55,-0.19,0.42,0.88
12.813,-0.18,0,1.55,-0.24,0.31,0.95
12.814,-0.18,0.01,1.54,-0.24,0.31,0.95
12.816,-0.18,0.02,1.53,-0.24,0.31,0.95
12.819,-0.18,0.02,1.52,-0.24,0.31,0.95
12.822,-0.18,0.03,1.51,-0.24,0.31,0.95
12.825,-0.18,0.03,1.51,-0.3,0.1,0.91
12.825,-0.17,0.04,1.51,-0.3,0.1,0.91
12.827,-0.18,0.05,1.5,-0.3,0.1,0.91
12.827,-0.17,0.06,1.49,-0.3,0.1,0.91
12.828,-0.17,0.06,1.48,-0.3,0.1,0.91
12.83,-0.17,0.08,1.47,-0.3,0.1,0.91
12.833,-0.17,0.09,1.47,-0.3,0.1,0.91
12.833,-0.17,0.09,1.47,-0.29,0.01,0.84
12.834,-0.17,0.09,1.46,-0.29,0.01,0.84
12.837,-0.16,0.1,1.45,-0.29,0.01,0.84
12.838,-0.16,0.11,1.44,-0.29,0.01,0.84
12.841,-0.16,0.12,1.44,-0.29,0.01,0.84
12.844,-0.16,0.12,1.44,-0.26,-0.09,0.74
12.844,-0.15,0.13,1.43,-0.26,-0.09,0.74
12.844,-0.15,0.14,1.42,-0.26,-0.09,0.74
12.846,-0.15,0.15,1.42,-0.26,-0.09,0.74
12.847,-0.14,0.15,1.41,-0.26,-0.09,0.74
12.849,-0.13,0.16,1.41,-0.26,-0.09,0.74
12.852,-0.12,0.17,1.4,-0.26,-0.09,0.74
12.853,-0.12,0.17,1.4,-0.21,-0.19,0.67
12.855,-0.12,0.18,1.4,-0.21,-0.19,0.67
12.856,-0.12,0.18,1.4,-0.21,-0.19,0.67
12.858,-0.11,0.19,1.39,-0.21,-0.19,0.67
12.86,-0.1,0.19,1.38,-0.21,-0.19,0.67
12.864,-0.1,0.19,1.38,-0.07,-0.24,0.38
12.865,-0.09,0.2,1.37,-0.07,-0.24,0.38
12.865,-0.09,0.2,1.37,-0.07,-0.24,0.38
12.866,-0.08,0.2,1.36,-0.07,-0.24,0.38
12.868,-0.08,0.19,1.36,-0.07,-0.24,0.38
12.871,-0.08,0.19,1.35,-0.07,-0.24,0.38
12.878,-0.08,0.19,1.35,0.09,-0.27,0.11
12.879,-0.07,0.18,1.35,0.09,-0.27,0.11
12.88,-0.07,0.17,1.35,0.09,-0.27,0.11
12.881,-0.07,0.17,1.34,0.09,-0.27,0.11
12.881,-0.07,0.16,1.33,0.09,-0.27,0.11
12.882,-0.07,0.16,1.33,0.09,-0.27,0.11
12.884,-0.07,0.16,1.33,0.21,-0.31,-0.11
12.885,-0.07,0.15,1.32,0.21,-0.31,-0.11
12.885,-0.07,0.15,1.32,0.21,-0.31,-0.11
12.886,-0.07,0.15,1.32,0.21,-0.31,-0.11
12.897,-0.07,0.15,1.31,0.21,-0.31,-0.11
12.898,-0.08,0.15,1.31,0.21,-0.31,-0.11
12.898,-0.08,0.15,1.31,0.24,-0.4,-0.23
12.898,-0.08,0.14,1.31,0.24,-0.4,-0.23
12.899,-0.08,0.14,1.31,0.24,-0.4,-0.23
12.899,-0.08,0.14,1.31,0.24,-0.4,-0.23
12.899,-0.08,0.14,1.3,0.24,-0.4,-0.23
12.9,-0.09,0.14,1.3,0.24,-0.4,-0.23
12.905,-0.09,0.14,1.3,0.22,-0.41,-0.31
12.905,-0.09,0.14,1.3,0.22,-0.41,-0.31
12.906,-0.1,0.15,1.3,0.22,-0.41,-0.31
12.906,-0.1,0.15,1.29,0.22,-0.41,-0.31
12.908,-0.1,0.15,1.29,0.22,-0.41,-0.31
12.91,-0.11,0.14,1.29,0.22,-0.41,-0.31
12.913,-0.11,0.14,1.29,0.19,-0.38,-0.3
12.914,-0.11,0.14,1.29,0.19,-0.38,-0.3
12.914,-0.11,0.14,1.28,0.19,-0.38,-0.3
12.915,-0.12,0.13,1.28,0.19,-0.38,-0.3
12.917,-0.12,0.13,1.28,0.19,-0.38,-0.3
12.92,-0.11,0.13,1.27,0.19,-0.38,-0.3
12.925,-0.11,0.13,1.27,0.23,-0.38,-0.12
12.926,-0.11,0.13,1.27,0.23,-0.38,-0.12
12.926,-0.11,0.13,1.27,0.23,-0.38,-0.12
12.926,-0.11,0.13,1.26,0.23,-0.38,-0.12
12.929,-0.1,0.14,1.25,0.23,-0.38,-0.12
12.929,-0.1,0.15,1.25,0.23,-0.38,-0.12
12.933,-0.1,0.15,1.25,0.33,-0.39,0.02
12.933,-0.1,0.16,1.23,0.33,-0.39,0.02
12.934,-0.08,0.17,1.22,0.33,-0.39,0.02
12.936,-0.08,0.18,1.22,0.33,-0.39,0.02
12.939,-0.07,0.19,1.21,0.33,-0.39,0.02
12.941,-0.07,0.2,1.2,0.33,-0.39,0.02
12.944,-0.07,0.2,1.2,0.42,-0.38,0.07
12.944,-0.05,0.22,1.18,0.42,-0.38,0.07
12.945,-0.04,0.23,1.18,0.42,-0.38,0.07
12.946,-0.04,0.23,1.17,0.42,-0.38,0.07
12.948,-0.03,0.25,1.16,0.42,-0.38,0.07
12.95,-0.02,0.26,1.14,0.42,-0.38,0.07
12.953,-0.02,0.26,1.14,0.49,-0.3,-0.04
12.953,0,0.27,1.13,0.49,-0.3,-0.04
12.954,0,0.28,1.12,0.49,-0.3,-0.04
12.96,0.01,0.29,1.11,0.49,-0.3,-0.04
12.961,0.02,0.29,1.1,0.49,-0.3,-0.04
12.961,0.03,0.3,1.08,0.49,-0.3,-0.04
12.964,0.03,0.3,1.08,0.59,-0.14,-0.21
12.964,0.03,0.31,1.06,0.59,-0.14,-0.21
12.965,0.04,0.31,1.06,0.59,-0.14,-0.21
12.966,0.04,0.32,1.04,0.59,-0.14,-0.21
12.97,0.05,0.33,1.03,0.59,-0.14,-0.21
12.971,0.05,0.33,1.01,0.59,-0.14,-0.21
12.976,0.05,0.33,1.01,0.66,-0.07,-0.35
12.977,0.05,0.33,0.99,0.66,-0.07,-0.35
12.977,0.05,0.33,0.98,0.66,-0.07,-0.35
12.977,0.05,0.33,0.96,0.66,-0.07,-0.35
12.978,0.05,0.32,0.94,0.66,-0.07,-0.35
12.98,0.05,0.32,0.93,0.66,-0.07,-0.35
12.984,0.05,0.32,0.93,0.74,-0.19,-0.49
12.985,0.04,0.32,0.91,0.74,-0.19,-0.49
12.985,0.04,0.32,0.9,0.74,-0.19,-0.49
12.986,0.04,0.32,0.89,0.74,-0.19,-0.49
12.989,0.03,0.31,0.86,0.74,-0.19,-0.49
12.991,0.02,0.31,0.84,0.74,-0.19,-0.49
12.994,0.02,0.31,0.84,0.8,-0.33,-0.53
12.994,0.01,0.3,0.83,0.8,-0.33,-0.53
12.996,0,0.3,0.81,0.8,-0.33,-0.53
12.997,0,0.29,0.8,0.8,-0.33,-0.53
12.998,-0.01,0.28,0.78,0.8,-0.33,-0.53
13.002,-0.03,0.26,0.76,0.8,-0.33,-0.53
13.005,-0.03,0.26,0.76,0.7,-0.52,-0.44
13.006,-0.04,0.24,0.74,0.7,-0.52,-0.44
13.006,-0.05,0.23,0.74,0.7,-0.52,-0.44
13.007,-0.07,0.21,0.72,0.7,-0.52,-0.44
13.01,-0.07,0.2,0.71,0.7,-0.52,-0.44
13.011,-0.09,0.17,0.7,0.7,-0.52,-0.44
13.013,-0.09,0.17,0.7,0.47,-0.74,-0.17
13.013,-0.1,0.16,0.69,0.47,-0.74,-0.17
13.014,-0.11,0.15,0.68,0.47,-0.74,-0.17
13.016,-0.12,0.13,0.67,0.47,-0.74,-0.17
13.018,-0.13,0.12,0.67,0.47,-0.74,-0.17
13.02,-0.13,0.11,0.66,0.47,-0.74,-0.17
13.025,-0.13,0.11,0.66,0.38,-0.98,0.31
13.026,-0.13,0.11,0.65,0.38,-0.98,0.31
13.026,-0.13,0.1,0.65,0.38,-0.98,0.31
13.027,-0.13,0.1,0.64,0.38,-0.98,0.31
13.028,-0.13,0.1,0.63,0.38,-0.98,0.31
13.029,-0.13,0.1,0.63,0.38,-0.98,0.31
13.033,-0.13,0.1,0.63,0.51,-1.1,0.76
13.033,-0.12,0.1,0.62,0.51,-1.1,0.76
13.034,-0.11,0.11,0.6,0.51,-1.1,0.76
13.036,-0.1,0.12,0.6,0.51,-1.1,0.76
13.039,-0.09,0.13,0.58,0.51,-1.1,0.76
13.04,-0.07,0.15,0.58,0.51,-1.1,0.76
13.044,-0.07,0.15,0.58,0.54,-1.16,1.21
13.045,-0.05,0.16,0.57,0.54,-1.16,1.21
13.045,-0.04,0.17,0.56,0.54,-1.16,1.21
13.046,-0.03,0.18,0.56,0.54,-1.16,1.21
13.048,0,0.19,0.55,0.54,-1.16,1.21
13.05,0.02,0.21,0.55,0.54,-1.16,1.21
13.052,0.05,0.23,0.55,0.54,-1.16,1.21
13.053,0.05,0.23,0.55,0.57,-1.16,1.51
13.054,0.07,0.24,0.54,0.57,-1.16,1.51
13.059,0.1,0.26,0.54,0.57,-1.16,1.51
13.06,0.11,0.28,0.54,0.57,-1.16,1.51
13.06,0.14,0.3,0.54,0.57,-1.16,1.51
13.064,0.14,0.3,0.54,0.76,-1.08,1.56
13.065,0.18,0.33,0.54,0.76,-1.08,1.56
13.065,0.19,0.35,0.54,0.76,-1.08,1.56
13.065,0.22,0.37,0.54,0.76,-1.08,1.56
13.068,0.25,0.4,0.53,0.76,-1.08,1.56
13.07,0.26,0.41,0.53,0.76,-1.08,1.56
13.076,0.26,0.41,0.53,0.94,-0.95,1.38
13.077,0.29,0.42,0.52,0.94,-0.95,1.38
13.077,0.3,0.43,0.52,0.94,-0.95,1.38
13.077,0.32,0.45,0.51,0.94,-0.95,1.38
13.078,0.34,0.45,0.51,0.94,-0.95,1.38
13.08,0.35,0.46,0.51,0.94,-0.95,1.38
13.084,0.35,0.46,0.51,1.15,-0.76,0.82
13.084,0.37,0.47,0.5,1.15,-0.76,0.82
13.085,0.38,0.47,0.5,1.15,-0.76,0.82
13.086,0.38,0.48,0.5,1.15,-0.76,0.82
13.089,0.39,0.48,0.49,1.15,-0.76,0.82
13.091,0.39,0.48,0.48,1.15,-0.76,0.82
13.093,0.39,0.48,0.48,1.25,-0.62,0.34
13.093,0.4,0.49,0.48,1.25,-0.62,0.34
13.093,0.4,0.48,0.47,1.25,-0.62,0.34
13.096,0.39,0.49,0.47,1.25,-0.62,0.34
13.098,0.39,0.48,0.46,1.25,-0.62,0.34
13.1,0.39,0.48,0.46,1.25,-0.62,0.34
13.104,0.39,0.48,0.46,1.28,-0.57,-0.13
13.105,0.38,0.47,0.46,1.28,-0.57,-0.13
13.105,0.37,0.47,0.45,1.28,-0.57,-0.13
13.107,0.36,0.46,0.45,1.28,-0.57,-0.13
13.11,0.35,0.45,0.44,1.28,-0.57,-0.13
13.111,0.34,0.45,0.44,1.28,-0.57,-0.13
13.113,0.34,0.45,0.44,1.23,-0.58,-0.45
13.113,0.32,0.43,0.44,1.23,-0.58,-0.45
13.113,0.31,0.42,0.43,1.23,-0.58,-0.45
13.116,0.3,0.41,0.43,1.23,-0.58,-0.45
13.117,0.27,0.39,0.43,1.23,-0.58,-0.45
13.119,0.26,0.38,0.43,1.23,-0.58,-0.45
13.124,0.26,0.38,0.43,1.19,-0.58,-0.81
13.125,0.24,0.37,0.42,1.19,-0.58,-0.81
13.125,0.21,0.35,0.41,1.19,-0.58,-0.81
13.126,0.2,0.34,0.41,1.19,-0.58,-0.81
13.128,0.18,0.32,0.41,1.19,-0.58,-0.81
13.13,0.16,0.31,0.4,1.19,-0.58,-0.81
13.132,0.16,0.31,0.4,1.17,-0.53,-1.01
13.133,0.12,0.28,0.4,1.17,-0.53,-1.01
13.133,0.11,0.28,0.39,1.17,-0.53,-1.01
13.136,0.09,0.27,0.39,1.17,-0.53,-1.01
13.139,0.06,0.26,0.39,1.17,-0.53,-1.01
13.141,0.03,0.25,0.39,1.17,-0.53,-1.01
13.145,0.03,0.25,0.39,1.21,-0.44,-1.11
13.145,0.01,0.24,0.38,1.21,-0.44,-1.11
13.145,-0.01,0.24,0.38,1.21,-0.44,-1.11
13.146,-0.04,0.24,0.38,1.21,-0.44,-1.11
13.148,-0.05,0.25,0.38,1.21,-0.44,-1.11
13.15,-0.08,0.24,0.38,1.21,-0.44,-1.11
13.153,-0.1,0.25,0.37,1.21,-0.44,-1.11
13.153,-0.1,0.25,0.37,1.33,-0.39,-1.11
13.153,-0.12,0.25,0.37,1.33,-0.39,-1.11
13.157,-0.14,0.26,0.37,1.33,-0.39,-1.11
13.16,-0.16,0.27,0.37,1.33,-0.39,-1.11
13.162,-0.18,0.27,0.36,1.33,-0.39,-1.11
13.165,-0.18,0.27,0.36,1.41,-0.29,-0.94
13.165,-0.2,0.28,0.36,1.41,-0.29,-0.94
13.165,-0.22,0.3,0.35,1.41,-0.29,-0.94
13.166,-0.23,0.3,0.35,1.41,-0.29,-0.94
13.168,-0.25,0.31,0.34,1.41,-0.29,-0.94
13.171,-0.26,0.32,0.35,1.41,-0.29,-0.94
13.176,-0.26,0.32,0.35,1.36,-0.22,-0.67
13.178,-0.27,0.33,0.34,1.36,-0.22,-0.67
13.178,-0.28,0.33,0.33,1.36,-0.22,-0.67
13.179,-0.28,0.34,0.33,1.36,-0.22,-0.67
13.18,-0.29,0.34,0.33,1.36,-0.22,-0.67
13.18,-0.29,0.35,0.32,1.36,-0.22,-0.67
13.184,-0.29,0.35,0.32,1.36,-0.22,-0.67
13.184,-0.29,0.35,0.32,1.28,-0.19,-0.38
13.185,-0.29,0.34,0.32,1.28,-0.19,-0.38
13.186,-0.28,0.34,0.32,1.28,-0.19,-0.38
13.188,-0.27,0.33,0.31,1.28,-0.19,-0.38
13.197,-0.26,0.32,0.3,1.28,-0.19,-0.38
13.197,-0.24,0.3,0.3,1.28,-0.19,-0.38
13.198,-0.24,0.3,0.3,1.2,-0.15,-0.06
13.198,-0.24,0.29,0.29,1.2,-0.15,-0.06
13.198,-0.22,0.28,0.29,1.2,-0.15,-0.06
13.199,-0.21,0.27,0.28,1.2,-0.15,-0.06
13.2,-0.18,0.25,0.28,1.2,-0.15,-0.06
13.204,-0.18,0.25,0.28,1.08,-0.12,0.26
13.204,-0.16,0.23,0.27,1.08,-0.12,0.26
13.205,-0.14,0.22,0.27,1.08,-0.12,0.26
13.206,-0.11,0.19,0.26,1.08,-0.12,0.26
13.208,-0.08,0.16,0.25,1.08,-0.12,0.26
13.21,-0.06,0.15,0.25,1.08,-0.12,0.26
13.213,-0.06,0.15,0.25,1.06,-0.08,0.46
13.213,-0.03,0.12,0.24,1.06,-0.08,0.46
13.214,-0.01,0.1,0.23,1.06,-0.08,0.46
13.215,0.03,0.06,0.22,1.06,-0.08,0.46
13.217,0.06,0.02,0.21,1.06,-0.08,0.46
13.22,0.08,0,0.21,1.06,-0.08,0.46
13.224,0.08,0,0.21,1,-0.04,0.57
13.225,0.13,-0.06,0.19,1,-0.04,0.57
13.225,0.15,-0.08,0.19,1,-0.04,0.57
13.226,0.16,-0.1,0.18,1,-0.04,0.57
13.228,0.2,-0.14,0.18,1,-0.04,0.57
13.23,0.23,-0.18,0.17,1,-0.04,0.57
13.233,0.23,-0.18,0.17,0.96,-0.05,0.62
13.233,0.26,-0.21,0.16,0.96,-0.05,0.62
13.234,0.27,-0.23,0.17,0.96,-0.05,0.62
13.236,0.3,-0.25,0.16,0.96,-0.05,0.62
13.241,0.31,-0.26,0.16,0.96,-0.05,0.62
13.242,0.33,-0.28,0.15,0.96,-0.05,0.62
13.244,0.33,-0.28,0.15,1.03,-0.06,0.57
13.244,0.36,-0.3,0.15,1.03,-0.06,0.57
13.244,0.37,-0.31,0.14,1.03,-0.06,0.57
13.246,0.39,-0.32,0.14,1.03,-0.06,0.57
13.248,0.4,-0.33,0.13,1.03,-0.06,0.57
13.25,0.41,-0.34,0.13,1.03,-0.06,0.57
13.252,0.42,-0.34,0.12,1.03,-0.06,0.57
13.253,0.42,-0.34,0.12,1.1,-0.04,0.51
13.253,0.43,-0.34,0.12,1.1,-0.04,0.51
13.258,0.45,-0.35,0.1,1.1,-0.04,0.51
13.259,0.45,-0.34,0.1,1.1,-0.04,0.51
13.26,0.46,-0.34,0.09,1.1,-0.04,0.51
13.264,0.46,-0.34,0.09,1.11,-0.04,0.38
13.264,0.46,-0.33,0.09,1.11,-0.04,0.38
13.265,0.46,-0.33,0.08,1.11,-0.04,0.38
13.266,0.46,-0.32,0.08,1.11,-0.04,0.38
13.268,0.46,-0.31,0.07,1.11,-0.04,0.38
13.27,0.46,-0.3,0.07,1.11,-0.04,0.38
13.278,0.46,-0.3,0.07,1.09,-0.07,0.17
13.279,0.44,-0.28,0.06,1.09,-0.07,0.17
13.279,0.44,-0.27,0.06,1.09,-0.07,0.17
13.28,0.43,-0.26,0.07,1.09,-0.07,0.17
13.28,0.42,-0.24,0.06,1.09,-0.07,0.17
13.283,0.4,-0.22,0.07,1.09,-0.07,0.17
13.284,0.4,-0.22,0.07,1.08,-0.19,-0.07
13.285,0.38,-0.2,0.07,1.08,-0.19,-0.07
13.286,0.36,-0.19,0.07,1.08,-0.19,-0.07
13.287,0.34,-0.16,0.07,1.08,-0.19,-0.07
13.297,0.32,-0.15,0.08,1.08,-0.19,-0.07
13.297,0.3,-0.12,0.08,1.08,-0.19,-0.07
13.298,0.3,-0.12,0.08,1.06,-0.21,-0.2
13.298,0.27,-0.09,0.08,1.06,-0.21,-0.2
13.298,0.26,-0.08,0.09,1.06,-0.21,-0.2
13.298,0.23,-0.05,0.09,1.06,-0.21,-0.2
13.299,0.21,-0.04,0.09,1.06,-0.21,-0.2
13.3,0.19,-0.01,0.09,1.06,-0.21,-0.2
13.303,0.19,-0.01,0.09,1.01,-0.13,-0.17
13.304,0.16,0,0.1,1.01,-0.13,-0.17
13.304,0.15,0.01,0.09,1.01,-0.13,-0.17
13.306,0.12,0.03,0.09,1.01,-0.13,-0.17
13.308,0.1,0.04,0.09,1.01,-0.13,-0.17
13.31,0.1,0.05,0.09,1.01,-0.13,-0.17
13.313,0.1,0.05,0.09,0.98,-0.06,0.06
13.313,0.08,0.06,0.08,0.98,-0.06,0.06
13.314,0.07,0.07,0.08,0.98,-0.06,0.06
13.316,0.06,0.07,0.07,0.98,-0.06,0.06
13.317,0.05,0.07,0.06,0.98,-0.06,0.06
13.319,0.04,0.07,0.05,0.98,-0.06,0.06
13.324,0.04,0.07,0.05,1.03,0,0.18
13.325,0.03,0.07,0.04,1.03,0,0.18
13.328,0.02,0.07,0.04,1.03,0,0.18
13.328,0.02,0.07,0.03,1.03,0,0.18
13.328,0.02,0.07,0.02,1.03,0,0.18
13.33,0.01,0.07,0.01,1.03,0,0.18
13.333,0.01,0.07,0.01,0.99,0.1,0.3
13.334,0.01,0.07,0,0.99,0.1,0.3
13.335,0,0.07,0,0.99,0.1,0.3
13.335,0,0.07,-0.02,0.99,0.1,0.3
13.338,0,0.07,-0.02,0.99,0.1,0.3
13.34,-0.01,0.06,-0.03,0.99,0.1,0.3
13.345,-0.01,0.06,-0.03,0.89,0.18,0.33
13.345,-0.01,0.06,-0.04,0.89,0.18,0.33
13.345,-0.01,0.05,-0.05,0.89,0.18,0.33
13.346,-0.02,0.05,-0.06,0.89,0.18,0.33
13.348,-0.02,0.05,-0.07,0.89,0.18,0.33
13.349,-0.02,0.05,-0.07,0.89,0.18,0.33
13.352,-0.02,0.05,-0.07,0.8,0.22,0.4
13.353,-0.03,0.04,-0.08,0.8,0.22,0.4
13.354,-0.03,0.04,-0.09,0.8,0.22,0.4
13.365,-0.03,0.04,-0.1,0.8,0.22,0.4
13.366,-0.04,0.03,-0.11,0.8,0.22,0.4
13.366,-0.04,0.03,-0.12,0.8,0.22,0.4
13.367,-0.04,0.03,-0.12,0.71,0.21,0.42
13.367,-0.05,0.02,-0.13,0.71,0.21,0.42
13.368,-0.05,0.01,-0.14,0.71,0.21,0.42
13.368,-0.06,0.01,-0.14,0.71,0.21,0.42
13.369,-0.06,0.01,-0.15,0.71,0.21,0.42
13.37,-0.07,0,-0.17,0.71,0.21,0.42
13.387,-0.08,0,-0.18,0.71,0.21,0.42
13.388,-0.08,0,-0.18,0.65,0.23,0.46
13.388,-0.08,0,-0.18,0.65,0.23,0.46
13.388,-0.09,0,-0.19,0.65,0.23,0.46
13.388,-0.1,0,-0.2,0.65,0.23,0.46
13.389,-0.1,0,-0.2,0.65,0.23,0.46
13.389,-0.1,0,-0.2,0.64,0.22,0.53
13.389,-0.11,0.01,-0.21,0.64,0.22,0.53
13.389,-0.12,0.01,-0.22,0.64,0.22,0.53
13.39,-0.13,0.01,-0.22,0.64,0.22,0.53
13.39,-0.14,0.02,-0.23,0.64,0.22,0.53
13.39,-0.15,0.02,-0.24,0.64,0.22,0.53
13.393,-0.15,0.02,-0.24,0.67,0.26,0.55
13.393,-0.16,0.03,-0.25,0.67,0.26,0.55
13.394,-0.16,0.03,-0.25,0.67,0.26,0.55
13.396,-0.18,0.04,-0.26,0.67,0.26,0.55
13.398,-0.19,0.05,-0.27,0.67,0.26,0.55
13.399,-0.2,0.05,-0.27,0.67,0.26,0.55
13.404,-0.2,0.05,-0.27,0.72,0.33,0.43
13.404,-0.21,0.06,-0.28,0.72,0.33,0.43
13.405,-0.23,0.06,-0.3,0.72,0.33,0.43
13.406,-0.23,0.06,-0.3,0.72,0.33,0.43
13.408,-0.25,0.07,-0.31,0.72,0.33,0.43
13.41,-0.25,0.07,-0.31,0.72,0.33,0.43
13.413,-0.25,0.07,-0.31,0.73,0.36,0.43
13.413,-0.27,0.08,-0.32,0.73,0.36,0.43
13.413,-0.28,0.09,-0.33,0.73,0.36,0.43
13.415,-0.29,0.09,-0.33,0.73,0.36,0.43
13.417,-0.3,0.1,-0.34,0.73,0.36,0.43
13.419,-0.32,0.11,-0.34,0.73,0.36,0.43
13.424,-0.32,0.11,-0.34,0.77,0.45,0.17
13.425,-0.33,0.12,-0.34,0.77,0.45,0.17
13.425,-0.34,0.13,-0.35,0.77,0.45,0.17
13.426,-0.35,0.14,-0.35,0.77,0.45,0.17
13.428,-0.36,0.14,-0.35,0.77,0.45,0.17
13.43,-0.38,0.15,-0.36,0.77,0.45,0.17
13.433,-0.38,0.15,-0.36,0.8,0.45,0
13.433,-0.39,0.16,-0.36,0.8,0.45,0
13.434,-0.4,0.17,-0.36,0.8,0.45,0
13.436,-0.41,0.17,-0.37,0.8,0.45,0
13.438,-0.42,0.17,-0.37,0.8,0.45,0
13.441,-0.44,0.18,-0.37,0.8,0.45,0
13.444,-0.44,0.18,-0.37,0.69,0.46,-0.14
13.444,-0.45,0.18,-0.37,0.69,0.46,-0.14
13.445,-0.46,0.19,-0.37,0.69,0.46,-0.14
13.446,-0.47,0.2,-0.37,0.69,0.46,-0.14
13.448,-0.48,0.21,-0.37,0.69,0.46,-0.14
13.45,-0.48,0.21,-0.36,0.69,0.46,-0.14
13.452,-0.48,0.21,-0.36,0.64,0.48,-0.22
13.453,-0.49,0.21,-0.36,0.64,0.48,-0.22
13.453,-0.49,0.22,-0.36,0.64,0.48,-0.22
13.46,-0.49,0.23,-0.36,0.64,0.48,-0.22
13.46,-0.49,0.24,-0.35,0.64,0.48,-0.22
13.463,-0.5,0.25,-0.35,0.64,0.48,-0.22
13.464,-0.5,0.25,-0.35,0.64,0.52,-0.27
13.465,-0.5,0.26,-0.34,0.64,0.52,-0.27
13.465,-0.49,0.26,-0.34,0.64,0.52,-0.27
13.466,-0.5,0.27,-0.34,0.64,0.52,-0.27
13.469,-0.49,0.27,-0.33,0.64,0.52,-0.27
13.47,-0.48,0.28,-0.33,0.64,0.52,-0.27
13.477,-0.48,0.28,-0.33,0.64,0.51,-0.3
13.478,-0.48,0.29,-0.32,0.64,0.51,-0.3
13.478,-0.47,0.29,-0.32,0.64,0.51,-0.3
