time,ax,ay,az,wx,wy,wz
11.09,-0.36,-0.87,0.16,-0.16,-0.15,0.4
11.101,-0.32,-0.93,0.33,-0.09,-0.23,0.36
11.113,-0.12,-0.68,0.32,0,-0.25,0.32
11.125,-0.1,-0.57,0.07,0.07,-0.22,0.3
11.136,-0.11,-0.58,-0.21,0.13,-0.14,0.31
11.146,0.01,-0.54,-0.61,0.15,-0.07,0.34
11.157,-0.04,-0.41,-0.87,0.14,0.01,0.36
11.172,-0.07,-0.5,-1.09,0.08,0.09,0.38
11.185,-0.17,-0.55,-1.19,0,0.09,0.4
11.196,-0.3,-0.52,-0.95,-0.05,-0.03,0.4
11.208,-0.37,-0.55,-0.6,-0.03,-0.15,0.41
11.219,-0.26,-0.56,-0.22,0.04,-0.27,0.39
11.23,-0.23,-0.5,0.24,0.14,-0.43,0.37
11.241,-0.19,-0.37,0.72,0.21,-0.49,0.35
11.259,-0.02,-0.11,1.29,0.36,-0.52,0.28
11.27,0.1,-0.06,1.36,0.44,-0.32,0.18
11.285,0.08,-0.17,0.78,0.39,-0.17,0.15
11.296,0.04,-0.24,0.47,0.24,0.16,0.12
11.307,-0.03,-0.33,0.14,0.12,0.37,0.1
11.319,-0.1,-0.4,-0.12,0.01,0.52,0.09
11.33,-0.2,-0.41,-0.46,-0.08,0.58,0.07
11.343,-0.23,-0.39,-0.65,-0.11,0.58,0.07
11.362,-0.27,-0.24,-0.82,-0.15,0.49,0.02
11.373,-0.35,-0.03,-0.9,-0.14,0.29,-0.04
11.385,-0.34,0.17,-0.97,-0.12,0.21,-0.07
11.396,-0.28,0.24,-0.99,-0.1,0.13,-0.11
11.408,-0.25,0.29,-0.96,-0.08,0.1,-0.14
11.421,-0.16,0.31,-0.95,-0.07,0.07,-0.16
11.434,-0.13,0.25,-0.97,-0.06,0.04,-0.17
11.445,-0.13,0.22,-0.95,-0.05,0.01,-0.18
11.458,-0.1,0.21,-0.86,-0.05,-0.02,-0.18
11.47,-0.1,0.21,-0.86,-0.05,-0.05,-0.19
11.486,-0.04,0.28,-0.55,-0.05,-0.05,-0.2
11.498,0.04,0.24,-0.48,-0.07,0,-0.2
11.51,0.05,0.26,-0.4,-0.08,0.01,-0.22
11.521,-0.01,0.29,-0.22,-0.08,0.04,-0.24
11.533,-0.03,0.16,0.08,-0.05,0.05,-0.25
11.545,-0.11,0.14,0.27,-0.04,0.07,-0.27
11.56,-0.16,0.12,0.48,-0.01,0.05,-0.26
11.579,-0.2,0.03,0.74,0.07,0.01,-0.26
11.59,-0.3,0.02,1.08,0.2,-0.06,-0.27
11.604,-0.23,0.13,0.67,0.2,-0.08,-0.27
11.614,-0.16,-0.22,0.67,0.15,-0.2,-0.26
11.626,-0.13,-0.6,0.87,0.08,-0.25,-0.25
11.644,-0.18,-0.68,0.98,-0.02,-0.19,-0.26
11.667,-0.14,-0.34,0.76,-0.13,-0.08,-0.27
11.678,0.08,-0.24,0.27,-0.3,0.14,-0.29
11.69,-0.05,-0.37,0.08,-0.41,0.25,-0.3
11.701,-0.1,-0.34,-0.12,-0.44,0.25,-0.3
11.713,-0.15,-0.21,-0.41,-0.46,0.21,-0.3
11.727,-0.19,-0.28,-0.33,-0.44,0.1,-0.3
11.74,-0.28,-0.43,0,-0.38,-0.13,-0.3
11.761,-0.4,-0.6,0.51,-0.26,-0.23,-0.28
11.771,-0.46,-0.59,1.21,0.01,-0.23,-0.24
11.785,-0.42,-0.61,1.36,0.15,-0.14,-0.21
11.796,-0.28,-0.72,1.13,0.27,-0.03,-0.17
11.808,-0.31,-0.74,0.71,0.32,0.04,-0.13
11.819,-0.31,-0.77,0.3,0.32,0.07,-0.1
11.83,-0.25,-0.84,0.01,0.3,0.06,-0.06
11.844,-0.14,-0.91,-0.23,0.28,0.05,-0.02
11.857,-0.07,-0.86,-0.29,0.26,0.04,0.01
11.87,-0.05,-0.83,-0.29,0.21,0.01,0.06
11.88,0.02,-0.86,-0.28,0.17,-0.01,0.07
11.893,0.03,-1.03,-0.2,0.13,0,0.1
11.905,0.1,-1.11,-0.28,0.09,0.01,0.13
11.916,0.12,-1.22,-0.29,-0.01,0,0.16
11.928,0.1,-1.37,-0.26,-0.11,0,0.2
11.94,0.07,-1.44,-0.19,-0.18,0,0.24
11.958,0.06,-1.53,0.33,-0.27,0.01,0.31
11.97,0.13,-1.5,0.62,-0.33,0.11,0.41
11.981,0.13,-1.42,0.78,-0.31,0.24,0.49
11.993,0.17,-1.09,0.73,-0.27,0.36,0.55
12.005,0.23,-0.93,0.5,-0.2,0.46,0.62
12.016,0.34,-0.75,0.15,-0.06,0.54,0.7
12.028,0.39,-0.61,-0.29,0.03,0.51,0.74
12.041,0.4,-0.58,-0.6,0.1,0.44,0.77
12.054,0.4,-0.45,-1.12,0.15,0.32,0.78
12.066,0.4,-0.37,-1.27,0.18,0.2,0.78
12.078,0.45,-0.29,-1.29,0.17,0.16,0.79
12.09,0.42,-0.23,-1.23,0.15,0.14,0.8
12.104,0.31,-0.3,-0.87,0.15,0.14,0.81
12.114,0.3,-0.34,-0.66,0.16,0.11,0.82
12.125,0.29,-0.42,-0.42,0.18,0.06,0.82
12.138,0.17,-0.51,-0.18,0.21,0.01,0.83
12.15,0.16,-0.61,0.11,0.24,-0.02,0.85
12.161,0.16,-0.64,0.26,0.26,-0.04,0.86
12.172,0.21,-0.68,0.5,0.29,-0.07,0.87
12.184,0.24,-0.75,0.73,0.3,-0.07,0.89
12.195,0.24,-0.75,0.73,0.31,-0.08,0.92
12.206,0.28,-0.69,0.69,0.31,-0.08,0.97
12.218,0.29,-0.64,0.56,0.29,-0.03,1.03
12.229,0.29,-0.51,0.3,0.23,0.04,1.08
12.244,0.24,-0.45,0,0.18,0.08,1.11
12.261,0.17,-0.6,-0.18,0.02,0.14,1.2
12.272,0.09,-0.62,0.03,-0.13,0.11,1.32
12.284,-0.12,-0.65,0.95,-0.14,0.05,1.36
12.295,-0.14,-0.64,0.95,-0.08,-0.05,1.39
12.306,-0.11,-0.79,2.13,-0.02,-0.07,1.37
12.316,-0.41,-0.88,2.41,0.09,0.06,1.39
12.33,-0.65,-1.01,2.19,0.14,0.25,1.44
12.341,-0.61,-0.95,1.32,0.12,0.58,1.53
12.36,-0.95,-1.12,-0.1,0.04,0.75,1.61
12.382,-1.21,-1.27,-0.92,-0.12,0.99,1.83
12.394,-1.31,-1.15,-1.21,-0.24,0.91,2.01
12.408,-1.45,-0.82,-1.34,-0.25,0.83,2.05
12.42,-1.46,-0.68,-1.35,-0.24,0.52,2.09
12.431,-1.47,-0.49,-1.29,-0.22,0.33,2.08
12.441,-1.49,-0.37,-1.22,-0.22,0.16,2.06
12.453,-1.54,-0.33,-1.11,-0.22,0.04,2.04
12.464,-1.49,-0.59,-0.78,-0.24,-0.04,2.04
12.476,-1.49,-0.59,-0.78,-0.28,-0.07,2.04
12.492,-1.32,-0.77,-0.45,-0.4,-0.06,2.06
12.504,-1.15,-0.86,0.04,-0.5,-0.02,2.06
12.516,-1.17,-1.01,0.27,-0.55,0,2.07
12.528,-1.16,-1.08,0.6,-0.53,0.02,2.09
12.539,-1.06,-1.13,0.84,-0.47,0.01,2.1
12.55,-0.87,-1.08,0.98,-0.37,0.01,2.09
12.564,-0.76,-0.98,0.83,-0.28,0.04,2.09
12.576,-0.76,-0.98,0.83,-0.2,0.09,2.08
12.598,-0.67,-0.7,0.32,-0.17,0.21,2.07
12.61,-0.61,-0.5,-0.14,-0.23,0.38,2.08
12.622,-0.6,-0.41,-0.28,-0.27,0.4,2.08
12.633,-0.64,-0.42,-0.24,-0.28,0.41,2.08
12.644,-0.63,-0.38,-0.16,-0.27,0.41,2.08
12.655,-0.58,-0.3,-0.1,-0.21,0.37,2.08
12.666,-0.52,-0.23,-0.03,-0.14,0.32,2.07
12.678,-0.52,-0.23,-0.03,-0.08,0.3,2.05
12.692,-0.36,-0.17,0.01,0.03,0.25,2.03
12.704,-0.35,-0.01,-0.15,0.11,0.18,2.02
12.715,-0.3,0.02,-0.23,0.18,0.08,1.99
12.726,-0.28,0.06,-0.23,0.19,0.04,1.98
12.738,-0.31,0.09,-0.16,0.19,-0.05,1.94
12.749,-0.3,0.17,-0.02,0.16,-0.06,1.91
12.762,-0.21,0.27,0.05,0.13,-0.05,1.89
12.783,0.02,0.5,0.32,0.02,-0.02,1.82
12.794,-0.07,0.52,0.74,-0.12,-0.03,1.7
12.806,-0.19,0.42,0.88,-0.16,-0.02,1.63
12.816,-0.24,0.31,0.95,-0.18,0.02,1.53
12.827,-0.3,0.1,0.91,-0.18,0.05,1.5
12.838,-0.29,0.01,0.84,-0.16,0.11,1.44
12.849,-0.26,-0.09,0.74,-0.13,0.16,1.41
12.86,-0.21,-0.19,0.67,-0.1,0.19,1.38
12.871,-0.07,-0.24,0.38,-0.08,0.19,1.35
12.882,0.09,-0.27,0.11,-0.07,0.16,1.33
12.897,0.21,-0.31,-0.11,-0.07,0.15,1.31
12.908,0.22,-0.41,-0.31,-0.1,0.15,1.29
12.92,0.19,-0.38,-0.3,-0.11,0.13,1.27
12.933,0.33,-0.39,0.02,-0.1,0.15,1.25
12.944,0.42,-0.38,0.07,-0.07,0.2,1.2
12.96,0.49,-0.3,-0.04,0.01,0.29,1.11
12.971,0.59,-0.14,-0.21,0.05,0.33,1.01
12.984,0.74,-0.19,-0.49,0.05,0.32,0.93
12.996,0.8,-0.33,-0.53,0,0.3,0.81
13.007,0.7,-0.52,-0.44,-0.07,0.21,0.72
13.018,0.47,-0.74,-0.17,-0.13,0.12,0.67
13.029,0.38,-0.98,0.31,-0.13,0.1,0.63
13.04,0.51,-1.1,0.76,-0.07,0.15,0.58
13.05,0.54,-1.16,1.21,0.02,0.21,0.55
13.064,0.76,-1.08,1.56,0.14,0.3,0.54
13.076,0.94,-0.95,1.38,0.26,0.41,0.53
13.089,1.15,-0.76,0.82,0.39,0.48,0.49
13.1,1.25,-0.62,0.34,0.39,0.48,0.46
13.111,1.28,-0.57,-0.13,0.34,0.45,0.44
13.124,1.19,-0.58,-0.81,0.26,0.38,0.43
13.136,1.17,-0.53,-1.01,0.09,0.27,0.39
13.146,1.21,-0.44,-1.11,-0.04,0.24,0.38
13.157,1.33,-0.39,-1.11,-0.14,0.26,0.37
13.168,1.41,-0.29,-0.94,-0.25,0.31,0.34
13.178,1.36,-0.22,-0.67,-0.27,0.33,0.34
13.197,1.28,-0.19,-0.38,-0.26,0.32,0.3
13.208,1.08,-0.12,0.26,-0.08,0.16,0.25
13.22,1.06,-0.08,0.46,0.08,0,0.21
13.233,0.96,-0.05,0.62,0.23,-0.18,0.17
13.244,1.03,-0.06,0.57,0.33,-0.28,0.15
13.258,1.1,-0.04,0.51,0.45,-0.35,0.1
13.268,1.11,-0.04,0.38,0.46,-0.31,0.07
13.279,1.09,-0.07,0.17,0.44,-0.28,0.06
13.297,1.08,-0.19,-0.07,0.32,-0.15,0.08
13.308,1.01,-0.13,-0.17,0.1,0.04,0.09
13.319,0.98,-0.06,0.06,0.04,0.07,0.05
13.33,1.03,0,0.18,0.01,0.07,0.01
13.345,0.89,0.18,0.33,-0.01,0.06,-0.03
13.365,0.8,0.22,0.4,-0.03,0.04,-0.1
13.387,0.71,0.21,0.42,-0.08,0,-0.18
13.398,0.67,0.26,0.55,-0.19,0.05,-0.27
13.41,0.72,0.33,0.43,-0.25,0.07,-0.31
13.424,0.77,0.45,0.17,-0.32,0.11,-0.34
13.436,0.8,0.45,0,-0.41,0.17,-0.37
13.448,0.69,0.46,-0.14,-0.48,0.21,-0.37
13.46,0.64,0.48,-0.22,-0.49,0.23,-0.36
13.477,0.64,0.51,-0.3,-0.48,0.28,-0.33
13.491,0.68,0.54,-0.38,-0.39,0.34,-0.26
13.503,0.79,0.69,-0.51,-0.3,0.31,-0.21
13.514,0.9,1.05,-0.91,-0.22,0.24,-0.15
13.525,0.96,1.2,-1.13,-0.17,0.17,-0.12
13.537,0.98,1.25,-1.19,-0.1,0.02,-0.08
13.548,0.94,1.25,-1.22,-0.07,-0.06,-0.05
13.562,0.92,1.19,-1.18,-0.06,-0.12,-0.03
13.579,0.84,1.07,-0.87,-0.04,-0.26,-0.03
13.591,0.85,1.01,-0.58,0.01,-0.35,-0.03
13.603,0.78,1.02,-0.27,0.03,-0.34,-0.04
13.614,0.74,0.99,-0.14,0.06,-0.28,-0.05
13.625,0.74,0.95,-0.01,0.07,-0.24,-0.05
13.637,0.73,0.9,0.03,0.11,-0.12,-0.05
13.649,0.8,0.99,0.14,0.14,-0.06,-0.08
13.66,0.73,0.99,0.19,0.15,-0.04,-0.09
13.684,0.67,0.94,0.1,0.18,-0.01,-0.1
13.705,0.6,0.98,0.23,0.2,-0.06,-0.1
13.716,0.6,0.84,0.53,0.24,-0.07,-0.06
13.726,0.59,0.87,0.55,0.24,-0.1,-0.04
13.737,0.59,0.93,0.61,0.26,-0.16,0.02
13.749,0.66,0.92,0.61,0.26,-0.18,0.06
13.763,0.67,0.94,0.6,0.26,-0.2,0.1
13.784,0.7,0.97,0.5,0.24,-0.19,0.15
13.795,0.65,0.96,0.49,0.18,-0.22,0.27
13.806,0.62,1,0.5,0.17,-0.21,0.33
13.819,0.6,1.03,0.51,0.17,-0.18,0.37
13.83,0.63,1.09,0.5,0.18,-0.13,0.4
13.843,0.58,1,0.49,0.19,-0.05,0.44
13.854,0.4,0.82,0.31,0.2,0.01,0.49
13.864,0.4,0.82,0.31,0.21,0.02,0.51
13.879,0.12,0.64,0.4,0.23,0.01,0.54
13.89,0.02,0.66,0.5,0.32,0.01,0.56
13.903,-0.04,0.74,0.44,0.39,0.04,0.56
13.915,-0.05,0.46,-0.12,0.42,-0.03,0.55
13.926,-0.12,0.32,-0.18,0.41,-0.07,0.54
13.938,-0.32,0.36,-0.04,0.37,-0.17,0.51
13.949,-0.41,0.48,0.04,0.31,-0.18,0.46
13.96,-0.39,0.56,0,0.24,-0.2,0.4
13.975,-0.33,0.52,0.09,0.15,-0.21,0.33
13.986,-0.41,0.34,0.1,0,-0.21,0.22
14.005,-0.45,0.21,0.19,-0.07,-0.23,0.19
14.016,-0.46,-0.07,1.09,-0.26,-0.28,0.06
14.027,-0.49,-0.21,1.68,-0.26,-0.31,0.01
14.037,-0.39,-0.3,2.04,-0.24,-0.31,-0.06
14.048,-0.42,-0.29,2.09,-0.21,-0.28,-0.12
14.062,-0.46,-0.29,1.98,-0.21,-0.2,-0.14
14.074,-0.28,-0.39,0.94,-0.22,0.03,-0.15
14.085,-0.28,-0.36,0.36,-0.27,0.35,-0.09
14.096,-0.3,-0.28,-0.05,-0.28,0.5,-0.03
14.109,-0.36,-0.3,-0.53,-0.26,0.61,0.06
14.126,-0.33,-0.19,-1.21,-0.23,0.59,0.13
14.137,-0.39,-0.12,-1.29,-0.13,0.5,0.18
14.148,-0.47,-0.13,-1.31,-0.03,0.39,0.19
14.161,-0.5,-0.13,-1.34,0.05,0.26,0.2
14.173,-0.53,-0.14,-1.3,0.15,0.04,0.2
14.187,-0.48,-0.16,-1.06,0.23,-0.16,0.2
14.202,-0.48,-0.16,-1.06,0.31,-0.33,0.18
14.213,-0.05,0,-0.37,0.4,-0.47,0.1
14.225,0,-0.09,-0.32,0.37,-0.44,0.05
14.238,-0.04,-0.19,-0.31,0.22,-0.33,-0.01
14.25,-0.06,-0.41,-0.18,0.1,-0.21,-0.04
14.262,-0.01,-0.47,-0.07,0.03,-0.12,-0.06
14.273,0.06,-0.36,-0.21,-0.06,0.04,-0.09
14.284,-0.02,-0.26,-0.51,-0.12,0.18,-0.11
14.296,-0.02,-0.22,-0.74,-0.16,0.28,-0.11
14.31,-0.09,-0.17,-1.01,-0.18,0.32,-0.11
14.323,-0.22,-0.04,-1.34,-0.18,0.27,-0.12
14.334,-0.22,-0.02,-1.42,-0.15,0.18,-0.12
14.345,-0.11,0.07,-1.57,-0.13,0.15,-0.12
14.361,-0.09,0.2,-1.74,-0.09,0.07,-0.1
14.373,-0.03,0.44,-1.83,-0.1,0,-0.1
14.384,0.03,0.47,-1.65,-0.1,-0.06,-0.1
14.395,0.06,0.5,-1.47,-0.1,-0.1,-0.1
14.406,0.04,0.52,-1.18,-0.09,-0.14,-0.11
14.417,-0.01,0.52,-0.91,-0.06,-0.17,-0.11
14.428,0.06,0.54,-0.61,-0.03,-0.19,-0.13
14.44,0.11,0.55,-0.39,0.03,-0.21,-0.14
14.453,0.1,0.52,-0.04,0.08,-0.2,-0.16
14.464,0.1,0.58,0.4,0.13,-0.2,-0.18
14.48,0.08,0.59,0.6,0.19,-0.22,-0.2
14.494,0.01,0.58,1.13,0.24,-0.27,-0.23
14.505,0.01,0.58,1.13,0.28,-0.3,-0.25
14.516,0.07,0.52,1.54,0.35,-0.3,-0.28
14.527,0.12,0.45,1.65,0.37,-0.29,-0.3
14.538,0.16,0.42,1.68,0.37,-0.24,-0.3
14.55,0.24,0.56,1.51,0.31,-0.13,-0.31
14.564,0.24,0.71,1.1,0.24,-0.09,-0.29
14.581,0.42,0.27,0.54,-0.01,-0.1,-0.26
14.593,0.33,-0.2,0.69,-0.21,-0.05,-0.25
14.604,0.22,-0.21,0.77,-0.28,0.01,-0.27
14.616,0.23,-0.19,0.76,-0.4,0.1,-0.33
14.627,0.23,-0.05,0.65,-0.44,0.13,-0.38
14.638,0.22,-0.09,0.55,-0.44,0.09,-0.45
14.65,0.29,-0.11,0.53,-0.42,0.01,-0.52
14.665,0.22,-0.27,0.56,-0.4,-0.04,-0.55
14.681,0.25,-0.51,0.8,-0.36,-0.09,-0.57
14.696,0.28,-0.46,1.25,-0.26,-0.03,-0.56
14.707,0.36,-0.38,1.16,-0.09,0.09,-0.52
14.718,0.53,-0.22,0.92,0.02,0.2,-0.48
14.729,0.64,-0.02,0.4,0.07,0.26,-0.42
14.741,0.66,0.03,-0.09,0.08,0.26,-0.35
14.752,0.69,-0.06,-0.75,0.08,0.22,-0.31
14.765,0.69,-0.06,-0.75,0.06,0.17,-0.28
14.8,0.6,-0.06,-0.85,0.02,0.08,-0.23
14.811,0.67,-0.13,-0.43,0.04,-0.12,-0.27
14.824,0.5,-0.43,0.11,0.06,-0.15,-0.3
14.835,0.36,-0.59,0.39,0.09,-0.12,-0.34
14.846,0.29,-0.65,0.59,0.1,-0.09,-0.35
14.859,0.33,-0.66,0.65,0.12,0.08,-0.36
14.871,0.36,-0.57,0.57,0.11,0.19,-0.37
14.882,0.31,-0.52,0.35,0.1,0.25,-0.38
14.893,0.29,-0.37,-0.36,0.01,0.41,-0.37
14.906,0.28,-0.29,-0.74,-0.03,0.44,-0.35
14.918,0.23,-0.24,-0.95,-0.13,0.44,-0.31
14.928,0.2,-0.18,-1.05,-0.15,0.42,-0.28
14.94,0.25,-0.07,-1.08,-0.15,0.41,-0.23
14.953,0.31,0.05,-1.18,-0.11,0.38,-0.17
14.965,0.4,0.25,-1.25,-0.06,0.36,-0.14
14.978,0.5,0.24,-1.33,0.02,0.3,-0.05
14.99,0.55,0.31,-1.36,0.11,0.2,0.04
15.008,0.6,0.38,-1.34,0.13,0.17,0.08
15.018,0.73,0.71,-1.09,0.21,0.07,0.19
15.029,0.74,0.69,-1.09,0.25,0.03,0.23
15.044,0.59,0.76,-0.68,0.28,0.02,0.28
15.055,0.5,0.67,-0.55,0.31,0,0.33
15.066,0.46,0.56,-0.46,0.31,0,0.35
15.086,0.4,0.46,-0.29,0.31,-0.05,0.36
15.098,0.23,0.33,0.13,0.28,-0.19,0.36
15.109,0.14,0.27,0.46,0.28,-0.3,0.34
15.12,0.17,0.2,0.78,0.28,-0.42,0.31
15.13,0.19,-0.01,1.23,0.27,-0.47,0.3
15.144,0.32,-0.13,1.84,0.25,-0.44,0.29
15.155,0.29,0.07,1.77,0.15,-0.24,0.3
15.166,0.36,0.25,1.55,0.06,-0.14,0.33
15.183,0.41,0.05,1.57,-0.01,-0.11,0.38
15.194,0.26,-0.47,2.29,0,-0.03,0.46
15.206,0.26,-0.47,2.29,0.01,-0.02,0.46
15.218,0.04,0.14,1.38,0.02,0.19,0.51
15.229,-0.03,0.27,0.54,-0.04,0.18,0.55
15.241,-0.12,0.12,0.19,-0.14,0.11,0.57
15.253,-0.37,-0.28,0.32,-0.21,0.1,0.59
15.264,-0.27,-0.27,0.31,-0.25,0.11,0.6
15.279,-0.19,-0.21,0.32,-0.28,0.05,0.59
15.294,-0.12,-0.36,0.75,-0.23,-0.11,0.56
15.314,-0.12,-0.36,0.75,-0.19,-0.19,0.53
15.327,-0.03,-0.79,0.99,0.11,-0.41,0.39
15.338,0.01,-0.76,0.49,0.13,-0.24,0.38
15.348,0.04,-0.7,-0.1,0.1,-0.06,0.38
15.366,-0.01,-0.75,-0.66,0.04,0.09,0.4
15.385,-0.02,-0.83,-1.51,-0.14,0.32,0.41
15.396,-0.14,-0.66,-1.58,-0.15,0.28,0.37
15.408,-0.26,-0.51,-1.46,-0.1,0.21,0.32
15.419,-0.24,-0.46,-1.43,-0.01,0.09,0.28
15.431,-0.22,-0.42,-1.41,0.08,-0.04,0.24
15.444,-0.03,-0.3,-1.07,0.18,-0.19,0.2
15.455,0.17,-0.22,-0.85,0.33,-0.4,0.13
15.466,0.34,-0.14,-0.49,0.41,-0.52,0.07
15.476,0.37,-0.05,-0.11,0.45,-0.62,-0.01
15.487,0.35,-0.07,0.32,0.46,-0.65,-0.08
15.508,0.41,-0.12,0.6,0.43,-0.56,-0.2
15.518,0.37,-0.43,0.56,0.2,-0.19,-0.38
15.53,0.22,-0.59,0.23,0,0.06,-0.43
15.545,0.04,-0.6,-0.52,-0.18,0.24,-0.45
15.557,0,-0.54,-0.65,-0.44,0.48,-0.49
15.568,-0.09,-0.44,-0.68,-0.49,0.54,-0.5
15.583,-0.14,-0.35,-0.64,-0.48,0.57,-0.51
15.609,-0.1,0.15,-0.93,-0.39,0.54,-0.51
15.623,-0.14,0.35,-1.23,-0.17,0.31,-0.49
15.634,-0.22,0.34,-1.18,-0.03,0.1,-0.46
15.646,-0.25,0.27,-1.09,0.11,-0.09,-0.42
15.659,-0.3,0.23,-0.98,0.21,-0.22,-0.38
15.67,-0.33,0.14,-0.84,0.25,-0.28,-0.35
15.682,-0.35,0.03,-0.65,0.25,-0.3,-0.32
15.693,-0.34,-0.11,-0.29,0.26,-0.29,-0.29
15.704,-0.34,-0.11,-0.29,0.26,-0.23,-0.28
15.716,-0.32,-0.39,0.15,0.24,-0.18,-0.27
15.726,-0.32,-0.36,0.14,0.23,-0.16,-0.26
15.738,-0.31,-0.27,0.22,0.21,-0.16,-0.25
15.75,-0.25,-0.16,0.39,0.2,-0.15,-0.27
15.765,-0.17,-0.08,0.77,0.2,-0.15,-0.28
15.783,-0.15,-0.1,0.97,0.22,-0.15,-0.3
15.794,-0.19,-0.23,1.25,0.27,-0.18,-0.31
15.805,-0.2,-0.34,1.36,0.32,-0.23,-0.3
15.816,-0.3,-0.35,1.44,0.35,-0.23,-0.3
15.828,-0.36,-0.13,1.27,0.33,-0.16,-0.28
15.839,-0.15,-0.09,0.95,0.22,-0.16,-0.26
15.85,0.23,-0.32,0.72,0.09,-0.2,-0.28
15.867,0.3,-0.58,0.87,-0.07,-0.22,-0.32
15.879,-0.25,-0.83,1.52,-0.24,-0.09,-0.33
15.89,-0.31,-0.71,1.62,-0.26,-0.06,-0.33
15.901,-0.31,-0.68,1.61,-0.33,0.19,-0.35
15.915,0.1,-0.58,1.38,-0.32,0.24,-0.36
15.925,0.03,-0.55,1.38,-0.24,0.23,-0.36
15.937,-0.04,-0.48,1.37,-0.08,0.28,-0.32
15.948,-0.05,-0.38,1.05,0.02,0.32,-0.27
15.959,0.08,-0.33,0.55,0.12,0.33,-0.21
15.97,0.21,-0.3,0.15,0.18,0.25,-0.19
15.983,0.31,-0.25,-0.11,0.22,0.16,-0.19
15.997,0.35,-0.21,0.09,0.29,-0.06,-0.24
16.008,0.27,-0.28,0.32,0.37,-0.2,-0.31
16.019,0.26,-0.32,0.33,0.39,-0.2,-0.33
16.029,0.22,-0.46,0.43,0.37,-0.17,-0.33
16.04,0.29,-0.58,0.18,0.31,-0.14,-0.35
16.052,0.29,-0.87,-0.07,0.22,-0.12,-0.37
16.066,0.32,-1.03,-0.13,0.14,-0.11,-0.39
16.076,0.35,-1.07,-0.03,0,-0.1,-0.41
16.088,0.37,-1.14,0.09,-0.08,-0.1,-0.42
16.1,0.38,-1.18,0.22,-0.11,-0.07,-0.43
16.112,0.41,-1.15,0.42,-0.12,-0.04,-0.43
16.123,0.32,-1.15,0.41,-0.11,0.01,-0.44
16.134,0.27,-1.13,0.34,-0.08,0.07,-0.42
16.146,0.33,-1.18,0.17,-0.03,0.14,-0.39
16.157,0.43,-1.16,-0.07,0,0.15,-0.39
16.168,0.39,-1.17,-0.27,0.01,0.14,-0.39
16.179,0.32,-1.24,-0.38,0.03,0.1,-0.36
16.189,0.32,-1.24,-0.38,0.03,0.09,-0.35
16.2,0.31,-1.36,-0.43,0.07,0.06,-0.29
16.21,0.35,-1.34,-0.45,0.08,0.05,-0.25
16.227,0.63,-1.26,-0.59,0.09,0.03,-0.22
16.24,0.59,-1.24,-0.59,0.11,0.03,-0.14
16.251,0.56,-1.24,-0.58,0.13,0.06,-0.09
16.266,0.54,-1.18,-0.5,0.16,0.09,-0.04
16.278,0.55,-1.19,-0.5,0.24,0.15,0.04
16.288,0.51,-1.17,-0.49,0.28,0.16,0.08
16.31,0.53,-1.09,-0.64,0.32,0.15,0.11
16.32,0.37,-1.17,-0.62,0.39,0.05,0.21
16.334,0.35,-1.17,-0.56,0.42,0.02,0.24
16.344,0.4,-1.17,-0.48,0.43,-0.01,0.28
16.356,0.45,-1.2,-0.48,0.41,-0.02,0.32
16.367,0.44,-1.1,-0.5,0.37,-0.02,0.35
16.378,0.39,-1.07,-0.57,0.3,-0.04,0.38
16.389,0.37,-1.12,-0.6,0.23,-0.08,0.4
16.405,0.31,-1.16,-0.53,0.16,-0.11,0.41
16.416,0.17,-1.17,-0.19,-0.03,-0.14,0.42
16.427,0.14,-1.17,-0.19,-0.15,-0.14,0.4
16.438,0.17,-1.02,0.33,-0.24,-0.15,0.37
16.448,0.11,-1.01,0.66,-0.32,-0.17,0.34
16.46,0.03,-1.04,0.92,-0.37,-0.2,0.3
16.472,-0.05,-1.04,1.6,-0.38,-0.21,0.28
16.486,0.01,-0.91,1.6,-0.36,-0.15,0.27
16.497,0.15,-0.72,1.38,-0.32,0.06,0.25
16.513,0.15,-0.72,1.38,-0.32,0.1,0.25
16.524,0.21,-0.5,-0.24,-0.25,0.38,0.34
16.536,0.22,-0.47,-0.83,-0.25,0.37,0.36
16.549,0.06,-0.43,-1.46,-0.27,0.31,0.38
16.559,-0.03,-0.35,-1.69,-0.33,0.21,0.41
16.57,-0.12,-0.36,-1.83,-0.37,0.11,0.42
16.587,-0.13,-0.38,-1.77,-0.39,-0.01,0.42
16.599,-0.2,-0.3,-1.55,-0.38,-0.19,0.4
16.609,-0.18,-0.2,-1.1,-0.37,-0.29,0.36
16.623,-0.05,-0.19,-0.49,-0.36,-0.38,0.3
16.634,-0.02,-0.18,-0.13,-0.36,-0.44,0.22
16.646,0.08,-0.24,0.27,-0.34,-0.45,0.14
16.659,0.11,-0.28,0.67,-0.32,-0.38,0.02
16.669,0.14,-0.41,0.88,-0.31,-0.31,-0.05
16.687,0.11,-0.55,1,-0.32,-0.21,-0.13
16.708,0.02,-0.78,1.29,-0.33,-0.11,-0.19
16.718,0.17,-0.87,1.12,-0.33,0.03,-0.24
16.728,0.24,-0.79,0.83,-0.36,0.16,-0.27
16.739,0.29,-0.69,0.59,-0.4,0.23,-0.3
16.752,0.46,-0.5,-0.04,-0.44,0.27,-0.31
